1	Joel EmbiidPHI	C	68	33.8	30.6	9.8	19.6	49.9	1.4	3.7	37.1	9.6	11.8	81.4	11.7	4.2	1.1	1.5	3.1	46	2
2	LeBron JamesLAL	SF	56	37.2	30.3	11.4	21.8	52.4	2.9	8	35.9	4.5	6	75.6	8.2	6.2	1.3	1.1	3.5	21	6
3	Giannis AntetokounmpoMIL	PF	67	32.9	29.9	10.3	18.6	55.3	1.1	3.6	29.3	8.3	11.4	72.2	11.6	5.8	1.1	1.4	3.3	46	4
4	Kevin DurantBKN	PF	55	37.2	29.9	10.5	20.3	51.8	2.1	5.5	38.3	6.8	7.4	91	7.4	6.4	0.9	0.9	3.5	18	4
5	Luka DoncicDAL	PG	65	35.4	28.4	9.9	21.6	45.7	3.1	8.8	35.3	5.6	7.5	74.4	9.1	8.7	1.2	0.6	4.5	44	10
6	Trae YoungATL	PG	76	34.9	28.4	9.4	20.3	46	3.1	8	38.2	6.6	7.3	90.4	3.7	9.7	0.9	0.1	4	42	0
7	DeMar DeRozanCHI	SF	76	36.1	27.9	10.2	20.2	50.4	0.7	1.9	35.2	6.8	7.8	87.7	5.2	4.9	0.9	0.3	2.4	6	0
8	Kyrie IrvingBKN	PG	29	37.7	27.4	10	21.2	46.9	3.4	8.2	41.8	4.1	4.4	91.5	4.4	5.8	1.4	0.6	2.5	2	0
9	Ja MorantMEM	PG	57	33.1	27.4	10.2	20.6	49.3	1.5	4.5	34.4	5.5	7.3	76.1	5.7	6.7	1.2	0.4	3.4	10	1
10	Nikola JokicDEN	C	74	33.5	27.1	10.3	17.7	58.3	1.3	3.9	33.7	5.1	6.3	81	13.8	7.9	1.5	0.9	3.8	66	19
11	Jayson TatumBOS	SF	76	35.9	26.9	9.3	20.6	45.3	3	8.6	35.3	5.3	6.2	85.3	8	4.4	1	0.6	2.9	22	0
12	Devin BookerPHX	SG	68	34.5	26.8	9.7	20.9	46.6	2.7	7	38.3	4.6	5.3	86.8	5	4.8	1.1	0.4	2.4	5	0
